Dia ,Obs ,Fotos ,Gastos $
10 jan.,LAVAGEM ,,$	12.00
10 jan.,Gasolina ,,$	10.00
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Total ,,,$	22.00
