Dia ,Obs ,Fotos ,Gastos $
11 mar.,Compra ,,$	1321.00
12 mar.,Fez,,$	15.00
12 mar.,Deeler,,$	150.00
13 mar.,Bateria ,,$	234.00
13 mar.,Lavagem ,,$	8.00
13 mar.,Palheta ,,$	18.00
13 mar.,Carfax ,,$	5.00
13 mar.,Gasolina ,,$	44.00
13 mar.,Smog ,,$	50.00
13 mar.,Chave ,,$	22.00
21 mar.,Doc e placa ,,$	490.00
,,,
,,,
,,,
,,,
,,,
,,,
Total ,,,$	2357.00
