Dia ,Obs ,Fotos ,Gastos $
30 jan.,GASOLINA ,,$	65.00
30 jan.,LAVAGEM ,,$	15.00
30 jan.,PALHETA ,,$	9.00
30 jan.,,,
30 jan.,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
,,,
Total ,,,$	89.00
