Nome ,,,CALCAO ,
IMOBILIARIA ,,,VALOR ADMINISTRATIVO ,
OBS ,,,DEVOLVIDO ,
ANO ,ALUGADO ,VALOR PAGO ,IMOBILIARIA ,TOTAL 
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,,,,$ 0.00
,Total ,,,$ 0.00
