DESCRIÇÃO,ENDEREÇO ,CIDADE ,PAÍS ,STATUS ,MATRICULA ,IPTU ,SITE IPTU ,VALORES 
SITIO ,Rua Joaquim ,São Roque ,Brasil ,Construir,0,0,0,-R$ 5150.00
