DESCRIÇÃO,ENDEREÇO ,CIDADE ,PAÍS ,STATUS ,MATRICULA ,IPTU ,SITE IPTU ,VALORES 
FAZENDA,0,Minas Gerais ,Brasil ,Arrendada ,0,0,0,R$ 0.00
