DESCRIÇÃO,ENDEREÇO ,CIDADE ,PAÍS ,STATUS ,MATRICULA ,IPTU ,SITE IPTU ,VALORES 
APARTAMENTO ,"RUA JOÃO MERCADO, 105",Sorocaba,Brasil ,Construir,0,0,0,R$ 0.00
