DESCRIÇÃO,ENDEREÇO ,CIDADE ,PAÍS ,STATUS ,MATRICULA ,IPTU ,SITE IPTU ,VALORES 
APARTAMENTO ,"Rua da Fonte, 77 Apt 142 ",Santo Andre,Brasil ,Alugado ,709890219,2026,0,R$ 78933.23
