DESCRIÇÃO,ENDEREÇO ,CIDADE ,PAÍS ,STATUS ,MATRICULA ,IPTU ,SITE IPTU ,VALORES 
APARTAMENTO ,"Rua Agustinho de Vito, 167 ",Sorocaba,Brasil ,Alugado ,5444370738041,2026,0,-R$ 135647.09
