DESCRIÇÃO,ENDEREÇO ,CIDADE ,PAÍS ,STATUS ,MATRICULA ,IPTU ,SITE IPTU ,VALORES 
TERRENO ,0,São Roque ,Brasil ,Terreno ,400226000,2025,0,-R$ 3774.51
