DESCRIÇÃO,ENDEREÇO ,CIDADE ,PAÍS ,STATUS ,MATRICULA ,IPTU ,SITE IPTU ,VALORES 
CASA,RUA LIBRA 147 ,Santo Andre,Brasil ,Alugado ,709903957,2026,0,R$ 12326.49
