Dia ,Obs ,Fotos ,Gastos $,Recebidos 
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
Total ,,,$	0.00,$	0.00
